,title,properties
392,playbin3,"name,parent,async-handling,message-forward,delay,auto-flush-bus,latency,uri,current-uri,suburi,current-suburi,flags,subtitle-encoding,audio-sink,video-sink,vis-plugin,text-sink,video-stream-combiner,audio-stream-combiner,text-stream-combiner,volume,mute,sample,subtitle-font-desc,connection-speed,buffer-size,buffer-duration,av-offset,ring-buffer-max-size,force-aspect-ratio,audio-filter,video-filter,video-multiview-mode,video-multiview-flags"
393,playsink,"name,parent,async-handling,message-forward,flags,mute,volume,subtitle-font-desc,subtitle-encoding,vis-plugin,sample,av-offset,video-sink,audio-sink,text-sink,send-event-mode,force-aspect-ratio,video-filter,audio-filter"
394,subtitleoverlay,"name,parent,async-handling,message-forward,silent,font-desc,subtitle-encoding"
395,streamsynchronizer,"name,parent"
396,decodebin,"name,parent,async-handling,message-forward,caps,subtitle-encoding,sink-caps,use-buffering,low-percent,high-percent,max-size-bytes,max-size-buffers,max-size-time,post-stream-topology,expose-all-streams,connection-speed"
397,decodebin3,"name,parent,async-handling,message-forward,caps"
398,uridecodebin,"name,parent,async-handling,message-forward,uri,source,connection-speed,caps,subtitle-encoding,buffer-size,buffer-duration,download,use-buffering,expose-all-streams,ring-buffer-max-size"
399,uridecodebin3,"name,parent,async-handling,message-forward,uri,current-uri,suburi,current-suburi,source,connection-speed,buffer-size,buffer-duration,download,use-buffering,ring-buffer-max-size,caps"
400,urisourcebin,"name,parent,async-handling,message-forward,uri,source,connection-speed,buffer-size,buffer-duration,download,use-buffering,ring-buffer-max-size"
401,parsebin,"name,parent,async-handling,message-forward,subtitle-encoding,sink-caps,expose-all-streams,connection-speed"
402,uvch264mjpgdemux,"name,parent,device-fd,num-clock-samples"
403,uvch264src,"name,parent,async-handling,message-forward,mode,zoom,max-zoom,ready-for-capture,post-previews,preview-caps,preview-filter,auto-start,colorspace-name,jpeg-decoder-name,num-clock-samples,num-buffers,device,device-name,initial-bitrate,slice-units,slice-mode,iframe-period,usage-type,entropy,enable-sei,num-reorder-frames,preview-flipped,leaky-bucket-size,rate-control,fixed-framerate,max-mbps,level-idc,peak-bitrate,average-bitrate,min-iframe-qp,max-iframe-qp,min-pframe-qp,max-pframe-qp,min-bframe-qp,max-bframe-qp,ltr-buffer-size,ltr-encoder-control"
404,deinterlace,"name,parent,mode,method,fields,tff,locking,ignore-obscure,drop-orphans"
405,icydemux,"name,parent"
406,curlhttpsink,"name,parent,sync,max-lateness,qos,async,ts-offset,enable-last-sample,last-sample,blocksize,render-delay,throttle-time,max-bitrate,location,user,passwd,file-name,timeout,qos-dscp,ca-cert,ca-path,crypto-engine,insecure,proxy,proxy-port,proxy-user,proxy-passwd,use-content-length,content-type"
407,curlfilesink,"name,parent,sync,max-lateness,qos,async,ts-offset,enable-last-sample,last-sample,blocksize,render-delay,throttle-time,max-bitrate,location,user,passwd,file-name,timeout,qos-dscp,create-dirs"
408,curlftpsink,"name,parent,sync,max-lateness,qos,async,ts-offset,enable-last-sample,last-sample,blocksize,render-delay,throttle-time,max-bitrate,location,user,passwd,file-name,timeout,qos-dscp,ca-cert,ca-path,crypto-engine,insecure,ftp-port,epsv-mode,create-tmp-file,temp-file-name,create-dirs"
409,curlsmtpsink,"name,parent,sync,max-lateness,qos,async,ts-offset,enable-last-sample,last-sample,blocksize,render-delay,throttle-time,max-bitrate,location,user,passwd,file-name,timeout,qos-dscp,ca-cert,ca-path,crypto-engine,insecure,mail-rcpt,mail-from,subject,message-body,pop-user,pop-passwd,pop-location,nbr-attachments,content-type,use-ssl"
410,curlhttpsrc,"name,parent,blocksize,num-buffers,typefind,do-timestamp,location,user-id,user-pw,proxy,proxy-id,proxy-pw,cookies,user-agent,extra-headers,compress,automatic-redirect,max-redirect,keep-alive,timeout,ssl-strict,ssl-ca-file,retries,max-connection-time,max-connections-per-server,max-connections-per-proxy,max-connections,http-version"
411,theoradec,"name,parent,visualize-motion-vectors,visualize-macroblock-modes,visualize-quantization-modes,visualize-bit-usage"
412,theoraenc,"name,parent,qos,bitrate,quality,keyframe-auto,keyframe-freq,keyframe-force,speed-level,vp3-compatible,drop-frames,cap-overflow,cap-underflow,rate-buffer,multipass-cache-file,multipass-mode"
413,theoraparse,"name,parent"
414,lcms,"name,parent,qos,intent,lookup,input-profile,dest-profile,preserve-black,embedded-profile"
415,audiomixmatrix,"name,parent,qos,in-channels,out-channels,matrix,channel-mask,mode"
416,udpsink,"name,parent,sync,max-lateness,qos,async,ts-offset,enable-last-sample,last-sample,blocksize,render-delay,throttle-time,max-bitrate,bytes-to-serve,bytes-served,socket,socket-v6,close-socket,used-socket,used-socket-v6,clients,auto-multicast,multicast-iface,ttl,ttl-mc,loop,force-ipv4,qos-dscp,send-duplicates,buffer-size,bind-address,bind-port,host,port"
417,multiudpsink,"name,parent,sync,max-lateness,qos,async,ts-offset,enable-last-sample,last-sample,blocksize,render-delay,throttle-time,max-bitrate,bytes-to-serve,bytes-served,socket,socket-v6,close-socket,used-socket,used-socket-v6,clients,auto-multicast,multicast-iface,ttl,ttl-mc,loop,force-ipv4,qos-dscp,send-duplicates,buffer-size,bind-address,bind-port"
418,dynudpsink,"name,parent,sync,max-lateness,qos,async,ts-offset,enable-last-sample,last-sample,blocksize,render-delay,throttle-time,max-bitrate,socket,socket-v6,close-socket,bind-address,bind-port"
419,udpsrc,"name,parent,blocksize,num-buffers,typefind,do-timestamp,port,multicast-group,multicast-iface,uri,caps,socket,buffer-size,timeout,skip-first-bytes,close-socket,used-socket,auto-multicast,reuse,address,loop,retrieve-sender-address"
420,webpdec,"name,parent,bypass-filtering,no-fancy-upsampling,use-threads"
421,webpenc,"name,parent,qos,lossless,quality,speed,preset"
422,x265enc,"name,parent,qos,bitrate,qp,option-string,log-level,speed-preset,tune"
423,alphacolor,"name,parent,qos"
424,a2dpsink,"name,parent,async-handling,message-forward,device,auto-connect,transport"
425,avdtpsink,"name,parent,sync,max-lateness,qos,async,ts-offset,enable-last-sample,last-sample,blocksize,render-delay,throttle-time,max-bitrate,device,auto-connect,transport"
426,avdtpsrc,"name,parent,blocksize,num-buffers,typefind,do-timestamp,transport"
427,videobox,"name,parent,qos,left,right,top,bottom,fill,alpha,border-alpha,autocrop"
428,rtpbin,"name,parent,async-handling,message-forward,latency,drop-on-latency,sdes,do-lost,ignore-pt,ntp-sync,rtcp-sync,rtcp-sync-interval,autoremove,buffer-mode,use-pipeline-clock,do-sync-event,do-retransmission,rtp-profile,ntp-time-source,rtcp-sync-send-time,max-rtcp-rtp-time-diff,max-dropout-time,max-misorder-time,rfc7273-sync,max-streams,max-ts-offset-adjustment,max-ts-offset"
429,rtpjitterbuffer,"name,parent,latency,drop-on-latency,ts-offset,max-ts-offset-adjustment,do-lost,mode,percent,do-retransmission,rtx-next-seqnum,rtx-delay,rtx-min-delay,rtx-delay-reorder,rtx-retry-timeout,rtx-min-retry-timeout,rtx-retry-period,rtx-max-retries,rtx-deadline,rtx-stats-timeout,stats,max-rtcp-rtp-time-diff,max-dropout-time,max-misorder-time,rfc7273-sync,faststart-min-packets"
430,rtpptdemux,"name,parent,ignored-payload-types"
431,rtpsession,"name,parent,bandwidth,rtcp-fraction,rtcp-rr-bandwidth,rtcp-rs-bandwidth,sdes,num-sources,num-active-sources,internal-session,use-pipeline-clock,rtcp-min-interval,probation,max-dropout-time,max-misorder-time,stats,rtp-profile,ntp-time-source,rtcp-sync-send-time"
432,rtprtxqueue,"name,parent,max-size-time,max-size-packets,requests,fulfilled-requests"
433,rtprtxreceive,"name,parent,payload-type-map,num-rtx-requests,num-rtx-packets,num-rtx-assoc-packets"
434,rtprtxsend,"name,parent,ssrc-map,payload-type-map,max-size-time,max-size-packets,num-rtx-requests,num-rtx-packets"
435,rtpssrcdemux,"name,parent"
436,rtpmux,"name,parent,timestamp-offset,seqnum-offset,seqnum,ssrc"
437,rtpdtmfmux,"name,parent,timestamp-offset,seqnum-offset,seqnum,ssrc"
438,srtpenc,"name,parent,key,rtp-cipher,rtp-auth,rtcp-cipher,rtcp-auth,random-key,replay-window-size,allow-repeat-tx,stats"
439,srtpdec,"name,parent,replay-window-size,stats"
440,cutter,"name,parent,threshold,threshold-dB,run-length,pre-length,leaky"
441,audiomixer,"name,parent,latency,start-time-selection,start-time,output-buffer-duration,alignment-threshold,discont-wait"
442,liveadder,"name,parent,start-time-selection,start-time,output-buffer-duration,alignment-threshold,discont-wait,latency"
443,audiointerleave,"name,parent,latency,start-time-selection,start-time,output-buffer-duration,alignment-threshold,discont-wait,channel-positions,channel-positions-from-input"
444,waylandsink,"name,parent,sync,max-lateness,qos,async,ts-offset,enable-last-sample,last-sample,blocksize,render-delay,throttle-time,max-bitrate,show-preroll-frame,display"
445,vmncdec,"name,parent"
446,rtponviftimestamp,"name,parent,ntp-offset,cseq,set-e-bit"
447,rtponvifparse,"name,parent"
448,hlsdemux,"name,parent,async-handling,message-forward,connection-speed,bitrate-limit"
449,hlssink,"name,parent,async-handling,message-forward,location,playlist-location,playlist-root,max-files,target-duration,playlist-length"
450,hlssink2,"name,parent,async-handling,message-forward,location,playlist-location,playlist-root,max-files,target-duration,playlist-length"
451,cacasink,"name,parent,sync,max-lateness,qos,async,ts-offset,enable-last-sample,last-sample,blocksize,render-delay,throttle-time,max-bitrate,screen-width,screen-height,dither,anti-aliasing"
452,flitetestsrc,"name,parent,blocksize,num-buffers,typefind,do-timestamp,samplesperbuffer"
453,rtpac3depay,"name,parent,stats"
454,rtpac3pay,"name,parent,mtu,pt,ssrc,timestamp-offset,seqnum-offset,max-ptime,min-ptime,timestamp,seqnum,perfect-rtptime,ptime-multiple,stats"
455,rtpbvdepay,"name,parent,stats"
456,rtpbvpay,"name,parent,mtu,pt,ssrc,timestamp-offset,seqnum-offset,max-ptime,min-ptime,timestamp,seqnum,perfect-rtptime,ptime-multiple,stats,buffer-list"
457,rtpceltdepay,"name,parent,stats"
458,rtpceltpay,"name,parent,mtu,pt,ssrc,timestamp-offset,seqnum-offset,max-ptime,min-ptime,timestamp,seqnum,perfect-rtptime,ptime-multiple,stats"
459,rtpdvdepay,"name,parent,stats"
460,rtpdvpay,"name,parent,mtu,pt,ssrc,timestamp-offset,seqnum-offset,max-ptime,min-ptime,timestamp,seqnum,perfect-rtptime,ptime-multiple,stats,mode"
461,rtpgstdepay,"name,parent,stats"
462,rtpgstpay,"name,parent,mtu,pt,ssrc,timestamp-offset,seqnum-offset,max-ptime,min-ptime,timestamp,seqnum,perfect-rtptime,ptime-multiple,stats,config-interval"
463,rtpilbcpay,"name,parent,mtu,pt,ssrc,timestamp-offset,seqnum-offset,max-ptime,min-ptime,timestamp,seqnum,perfect-rtptime,ptime-multiple,stats,buffer-list"
464,rtpilbcdepay,"name,parent,stats,mode"
465,rtpg722depay,"name,parent,stats"
466,rtpg722pay,"name,parent,mtu,pt,ssrc,timestamp-offset,seqnum-offset,max-ptime,min-ptime,timestamp,seqnum,perfect-rtptime,ptime-multiple,stats,buffer-list"
467,rtpg723depay,"name,parent,stats"
468,rtpg723pay,"name,parent,mtu,pt,ssrc,timestamp-offset,seqnum-offset,max-ptime,min-ptime,timestamp,seqnum,perfect-rtptime,ptime-multiple,stats"
469,rtpg726depay,"name,parent,stats,force-aal2"
470,rtpg726pay,"name,parent,mtu,pt,ssrc,timestamp-offset,seqnum-offset,max-ptime,min-ptime,timestamp,seqnum,perfect-rtptime,ptime-multiple,stats,buffer-list,force-aal2"
471,rtpg729depay,"name,parent,stats"
472,rtpg729pay,"name,parent,mtu,pt,ssrc,timestamp-offset,seqnum-offset,max-ptime,min-ptime,timestamp,seqnum,perfect-rtptime,ptime-multiple,stats"
473,rtpgsmdepay,"name,parent,stats"
474,rtpgsmpay,"name,parent,mtu,pt,ssrc,timestamp-offset,seqnum-offset,max-ptime,min-ptime,timestamp,seqnum,perfect-rtptime,ptime-multiple,stats"
475,rtpamrdepay,"name,parent,stats"
476,rtpamrpay,"name,parent,mtu,pt,ssrc,timestamp-offset,seqnum-offset,max-ptime,min-ptime,timestamp,seqnum,perfect-rtptime,ptime-multiple,stats"
477,rtppcmadepay,"name,parent,stats"
478,rtppcmudepay,"name,parent,stats"
479,rtppcmupay,"name,parent,mtu,pt,ssrc,timestamp-offset,seqnum-offset,max-ptime,min-ptime,timestamp,seqnum,perfect-rtptime,ptime-multiple,stats,buffer-list"
480,rtppcmapay,"name,parent,mtu,pt,ssrc,timestamp-offset,seqnum-offset,max-ptime,min-ptime,timestamp,seqnum,perfect-rtptime,ptime-multiple,stats,buffer-list"
481,rtpmpadepay,"name,parent,stats"
482,rtpmpapay,"name,parent,mtu,pt,ssrc,timestamp-offset,seqnum-offset,max-ptime,min-ptime,timestamp,seqnum,perfect-rtptime,ptime-multiple,stats"
483,rtpmparobustdepay,"name,parent,stats"
484,rtpmpvdepay,"name,parent,stats"
485,rtpmpvpay,"name,parent,mtu,pt,ssrc,timestamp-offset,seqnum-offset,max-ptime,min-ptime,timestamp,seqnum,perfect-rtptime,ptime-multiple,stats"
486,rtpopusdepay,"name,parent,stats"
487,rtpopuspay,"name,parent,mtu,pt,ssrc,timestamp-offset,seqnum-offset,max-ptime,min-ptime,timestamp,seqnum,perfect-rtptime,ptime-multiple,stats"
488,rtph261pay,"name,parent,mtu,pt,ssrc,timestamp-offset,seqnum-offset,max-ptime,min-ptime,timestamp,seqnum,perfect-rtptime,ptime-multiple,stats"
489,rtph261depay,"name,parent,stats"
490,rtph263ppay,"name,parent,mtu,pt,ssrc,timestamp-offset,seqnum-offset,max-ptime,min-ptime,timestamp,seqnum,perfect-rtptime,ptime-multiple,stats,fragmentation-mode"
491,rtph263pdepay,"name,parent,stats"
492,rtph263depay,"name,parent,stats"
493,rtph263pay,"name,parent,mtu,pt,ssrc,timestamp-offset,seqnum-offset,max-ptime,min-ptime,timestamp,seqnum,perfect-rtptime,ptime-multiple,stats,modea-only"
494,rtph264depay,"name,parent,stats"
495,rtph264pay,"name,parent,mtu,pt,ssrc,timestamp-offset,seqnum-offset,max-ptime,min-ptime,timestamp,seqnum,perfect-rtptime,ptime-multiple,stats,sprop-parameter-sets,config-interval"
496,rtph265depay,"name,parent,stats"
497,rtph265pay,"name,parent,mtu,pt,ssrc,timestamp-offset,seqnum-offset,max-ptime,min-ptime,timestamp,seqnum,perfect-rtptime,ptime-multiple,stats,config-interval"
498,rtpj2kdepay,"name,parent,stats"
499,rtpj2kpay,"name,parent,mtu,pt,ssrc,timestamp-offset,seqnum-offset,max-ptime,min-ptime,timestamp,seqnum,perfect-rtptime,ptime-multiple,stats"
500,rtpjpegdepay,"name,parent,stats"
501,rtpjpegpay,"name,parent,mtu,pt,ssrc,timestamp-offset,seqnum-offset,max-ptime,min-ptime,timestamp,seqnum,perfect-rtptime,ptime-multiple,stats,quality,type"
502,rtpklvdepay,"name,parent,stats"
503,rtpklvpay,"name,parent,mtu,pt,ssrc,timestamp-offset,seqnum-offset,max-ptime,min-ptime,timestamp,seqnum,perfect-rtptime,ptime-multiple,stats"
504,rtpL8pay,"name,parent,mtu,pt,ssrc,timestamp-offset,seqnum-offset,max-ptime,min-ptime,timestamp,seqnum,perfect-rtptime,ptime-multiple,stats,buffer-list"
505,rtpL8depay,"name,parent,stats"
506,rtpL16pay,"name,parent,mtu,pt,ssrc,timestamp-offset,seqnum-offset,max-ptime,min-ptime,timestamp,seqnum,perfect-rtptime,ptime-multiple,stats,buffer-list"
507,rtpL16depay,"name,parent,stats"
508,rtpL24pay,"name,parent,mtu,pt,ssrc,timestamp-offset,seqnum-offset,max-ptime,min-ptime,timestamp,seqnum,perfect-rtptime,ptime-multiple,stats,buffer-list"
509,rtpL24depay,"name,parent,stats"
510,asteriskh263,"name,parent"
511,rtpmp1sdepay,"name,parent,stats"
512,rtpmp2tdepay,"name,parent,stats,skip-first-bytes"
513,rtpmp2tpay,"name,parent,mtu,pt,ssrc,timestamp-offset,seqnum-offset,max-ptime,min-ptime,timestamp,seqnum,perfect-rtptime,ptime-multiple,stats"
514,rtpmp4vpay,"name,parent,mtu,pt,ssrc,timestamp-offset,seqnum-offset,max-ptime,min-ptime,timestamp,seqnum,perfect-rtptime,ptime-multiple,stats,config-interval"
515,rtpmp4vdepay,"name,parent,stats"
516,rtpmp4apay,"name,parent,mtu,pt,ssrc,timestamp-offset,seqnum-offset,max-ptime,min-ptime,timestamp,seqnum,perfect-rtptime,ptime-multiple,stats"
517,rtpmp4adepay,"name,parent,stats"
518,rtpmp4gdepay,"name,parent,stats"
519,rtpmp4gpay,"name,parent,mtu,pt,ssrc,timestamp-offset,seqnum-offset,max-ptime,min-ptime,timestamp,seqnum,perfect-rtptime,ptime-multiple,stats"
520,rtpqcelpdepay,"name,parent,stats"
521,rtpqdm2depay,"name,parent,stats"
522,rtpsbcdepay,"name,parent,stats,ignore-timestamps"
523,rtpsbcpay,"name,parent,mtu,pt,ssrc,timestamp-offset,seqnum-offset,max-ptime,min-ptime,timestamp,seqnum,perfect-rtptime,ptime-multiple,stats,min-frames"
524,rtpsirenpay,"name,parent,mtu,pt,ssrc,timestamp-offset,seqnum-offset,max-ptime,min-ptime,timestamp,seqnum,perfect-rtptime,ptime-multiple,stats,buffer-list"
525,rtpsirendepay,"name,parent,stats"
526,rtpspeexpay,"name,parent,mtu,pt,ssrc,timestamp-offset,seqnum-offset,max-ptime,min-ptime,timestamp,seqnum,perfect-rtptime,ptime-multiple,stats"
527,rtpspeexdepay,"name,parent,stats"
528,rtpsv3vdepay,"name,parent,stats"
529,rtptheoradepay,"name,parent,stats"
530,rtptheorapay,"name,parent,mtu,pt,ssrc,timestamp-offset,seqnum-offset,max-ptime,min-ptime,timestamp,seqnum,perfect-rtptime,ptime-multiple,stats,config-interval"
531,rtpvorbisdepay,"name,parent,stats"
532,rtpvorbispay,"name,parent,mtu,pt,ssrc,timestamp-offset,seqnum-offset,max-ptime,min-ptime,timestamp,seqnum,perfect-rtptime,ptime-multiple,stats,config-interval"
533,rtpvp8depay,"name,parent,stats"
534,rtpvp8pay,"name,parent,mtu,pt,ssrc,timestamp-offset,seqnum-offset,max-ptime,min-ptime,timestamp,seqnum,perfect-rtptime,ptime-multiple,stats,picture-id-mode"
535,rtpvp9depay,"name,parent,stats"
536,rtpvp9pay,"name,parent,mtu,pt,ssrc,timestamp-offset,seqnum-offset,max-ptime,min-ptime,timestamp,seqnum,perfect-rtptime,ptime-multiple,stats,picture-id-mode"
537,rtpvrawdepay,"name,parent,stats"
538,rtpvrawpay,"name,parent,mtu,pt,ssrc,timestamp-offset,seqnum-offset,max-ptime,min-ptime,timestamp,seqnum,perfect-rtptime,ptime-multiple,stats,chunks-per-frame"
539,rtpstreampay,"name,parent"
540,rtpstreamdepay,"name,parent,disable-passthrough"
541,rtpredenc,"name,parent,pt,sent,distance,allow-no-red-blocks"
542,rtpreddec,"name,parent,pt,received"
543,rtpulpfecdec,"name,parent,pt,storage,recovered,unrecovered"
544,rtpulpfecenc,"name,parent,pt,multipacket,protected,percentage,percentage-important"
545,rtpstorage,"name,parent,size-time,internal-storage"
546,rsvgoverlay,"name,parent,qos,data,location,fit-to-frame,x,y,x-relative,y-relative,width,height,width-relative,height-relative"
547,rsvgdec,"name,parent"
548,viewfinderbin,"name,parent,async-handling,message-forward,video-sink,disable-converters"
549,wrappercamerabinsrc,"name,parent,async-handling,message-forward,mode,zoom,max-zoom,ready-for-capture,post-previews,preview-caps,preview-filter,auto-start,video-source,video-source-filter"
550,camerabin,"name,parent,async-handling,message-forward,delay,auto-flush-bus,latency,mode,location,camera-source,image-capture-supported-caps,video-capture-supported-caps,image-capture-caps,video-capture-caps,post-previews,preview-caps,video-profile,image-filter,video-filter,viewfinder-filter,preview-filter,viewfinder-sink,viewfinder-supported-caps,viewfinder-caps,audio-source,mute,audio-capture-supported-caps,audio-capture-caps,zoom,max-zoom,image-profile,idle,flags,audio-filter"
551,videocrop,"name,parent,qos,left,right,top,bottom"
552,aspectratiocrop,"name,parent,async-handling,message-forward,aspect-ratio"
553,volume,"name,parent,qos,mute,volume"
554,rfbsrc,"name,parent,blocksize,num-buffers,typefind,do-timestamp,host,port,version,password,offset-x,offset-y,width,height,incremental,use-copyrect,shared,view-only"
555,faad,"name,parent,min-latency,tolerance,plc"
556,rganalysis,"name,parent,qos,num-tracks,forced,reference-level,message"
557,rglimiter,"name,parent,qos,enabled"
558,rgvolume,"name,parent,async-handling,message-forward,album-mode,headroom,pre-amp,fallback-gain,target-gain,result-gain"
559,interaudiosrc,"name,parent,blocksize,num-buffers,typefind,do-timestamp,channel,buffer-time,latency-time,period-time"
560,interaudiosink,"name,parent,sync,max-lateness,qos,async,ts-offset,enable-last-sample,last-sample,blocksize,render-delay,throttle-time,max-bitrate,channel"
561,intersubsrc,"name,parent,blocksize,num-buffers,typefind,do-timestamp,channel"
562,intersubsink,"name,parent,sync,max-lateness,qos,async,ts-offset,enable-last-sample,last-sample,blocksize,render-delay,throttle-time,max-bitrate,channel"
563,intervideosrc,"name,parent,blocksize,num-buffers,typefind,do-timestamp,channel,timeout"
564,intervideosink,"name,parent,sync,max-lateness,qos,async,ts-offset,enable-last-sample,last-sample,blocksize,render-delay,throttle-time,max-bitrate,show-preroll-frame,channel"
565,wavenc,"name,parent"
566,multipartdemux,"name,parent,boundary,single-stream"
567,multipartmux,"name,parent,boundary"
568,wildmididec,"name,parent,current-subsong,subsong-mode,num-loops,output-mode,log-volume-scale,enhanced-resampling,reverb,output-buffer-size"
569,gdpdepay,"name,parent,ts-offset"
570,gdppay,"name,parent,crc-header,crc-payload"
571,rtmpsrc,"name,parent,blocksize,num-buffers,typefind,do-timestamp,location,timeout"
572,rtmpsink,"name,parent,sync,max-lateness,qos,async,ts-offset,enable-last-sample,last-sample,blocksize,render-delay,throttle-time,max-bitrate,location"
573,sbcdec,"name,parent,min-latency,tolerance,plc"
574,sbcenc,"name,parent,perfect-timestamp,mark-granule,hard-resync,tolerance"
575,glmixerbin,"name,parent,async-handling,message-forward,mixer,latency,start-time-selection,start-time"
576,glvideomixer,"name,parent,async-handling,message-forward,mixer,latency,start-time-selection,start-time,background"
577,glvideomixerelement,"name,parent,latency,start-time-selection,start-time,context,background"
578,glstereomix,"name,parent,latency,start-time-selection,start-time,context,downmix-mode"
579,audiorate,"name,parent,in,out,add,drop,silent,tolerance,skip-to-first"
580,videoparse,"name,parent,async-handling,message-forward,format,width,height,pixel-aspect-ratio,framerate,interlaced,top-field-first,strides,offsets,framesize"
581,audioparse,"name,parent,async-handling,message-forward,format,raw-format,rate,channels,interleaved,channel-positions,use-sink-caps"
582,dvbsrc,"name,parent,blocksize,num-buffers,typefind,do-timestamp,adapter,frontend,diseqc-source,frequency,polarity,pids,symbol-rate,bandwidth,code-rate-hp,code-rate-lp,guard,modulation,trans-mode,hierarchy,tune,inversion,stats-reporting-interval,timeout,tuning-timeout,dvb-buffer-size,delsys,pilot,rolloff,stream-id,bandwidth-hz,isdbt-layer-enabled,isdbt-partial-reception,isdbt-sound-broadcasting,isdbt-sb-subchannel-id,isdbt-sb-segment-idx,isdbt-sb-segment-count,isdbt-layera-fec,isdbt-layera-modulation,isdbt-layera-segment-count,isdbt-layera-time-interleaving,isdbt-layerb-fec,isdbt-layerb-modulation,isdbt-layerb-segment-count,isdbt-layerb-time-interleaving,isdbt-layerc-fec,isdbt-layerc-modulation,isdbt-layerc-segment-count,isdbt-layerc-time-interleaving,lnb-slof,lnb-lof1,lnb-lof2,interleaving"
583,dvbbasebin,"name,parent,async-handling,message-forward,adapter,frontend,diseqc-source,frequency,polarity,symbol-rate,bandwidth,code-rate-hp,code-rate-lp,guard,modulation,trans-mode,hierarchy,inversion,program-numbers,stats-reporting-interval,tuning-timeout,delsys,pilot,rolloff,stream-id,bandwidth-hz,isdbt-layer-enabled,isdbt-partial-reception,isdbt-sound-broadcasting,isdbt-sb-subchannel-id,isdbt-sb-segment-idx,isdbt-sb-segment-count,isdbt-layera-fec,isdbt-layera-modulation,isdbt-layera-segment-count,isdbt-layera-time-interleaving,isdbt-layerb-fec,isdbt-layerb-modulation,isdbt-layerb-segment-count,isdbt-layerb-time-interleaving,isdbt-layerc-fec,isdbt-layerc-modulation,isdbt-layerc-segment-count,isdbt-layerc-time-interleaving,lnb-slof,lnb-lof1,lnb-lof2,interleaving"
584,appsrc,"name,parent,blocksize,num-buffers,typefind,do-timestamp,caps,size,stream-type,max-bytes,format,block,is-live,min-latency,max-latency,emit-signals,min-percent,current-level-bytes,duration"
585,appsink,"name,parent,sync,max-lateness,qos,async,ts-offset,enable-last-sample,last-sample,blocksize,render-delay,throttle-time,max-bitrate,caps,eos,emit-signals,max-buffers,drop,wait-on-eos,buffer-list"
586,dv1394src,"name,parent,blocksize,num-buffers,typefind,do-timestamp,port,channel,consecutive,skip,drop-incomplete,use-avc,guid,device-name"
587,hdv1394src,"name,parent,blocksize,num-buffers,typefind,do-timestamp,port,channel,use-avc,guid,device-name"
588,osssrc,"name,parent,blocksize,num-buffers,typefind,do-timestamp,buffer-time,latency-time,actual-buffer-time,actual-latency-time,provide-clock,slave-method,device,device-name"
589,osssink,"name,parent,sync,max-lateness,qos,async,ts-offset,enable-last-sample,last-sample,blocksize,render-delay,throttle-time,max-bitrate,buffer-time,latency-time,provide-clock,slave-method,can-activate-pull,alignment-threshold,drift-tolerance,discont-wait,device"
590,decklinkaudiosink,"name,parent,sync,max-lateness,qos,async,ts-offset,enable-last-sample,last-sample,blocksize,render-delay,throttle-time,max-bitrate,device-number,hw-serial-number,alignment-threshold,discont-wait,buffer-time"
591,decklinkvideosink,"name,parent,sync,max-lateness,qos,async,ts-offset,enable-last-sample,last-sample,blocksize,render-delay,throttle-time,max-bitrate,mode,device-number,video-format,timecode-format,keyer-mode,keyer-level,hw-serial-number"
592,decklinkaudiosrc,"name,parent,blocksize,num-buffers,typefind,do-timestamp,connection,device-number,alignment-threshold,discont-wait,buffer-size,channels,hw-serial-number"
593,decklinkvideosrc,"name,parent,blocksize,num-buffers,typefind,do-timestamp,mode,connection,device-number,buffer-size,video-format,timecode-format,output-stream-time,skip-first-time,drop-no-signal-frames,signal,hw-serial-number"
594,goom2k1,"name,parent,shader,shade-amount"
595,spanplc,"name,parent"
596,dtmfdetect,"name,parent,qos"
597,tonegeneratesrc,"name,parent,blocksize,num-buffers,typefind,do-timestamp,samplesperbuffer,freq,volume,freq2,volume2,on-time,off-time,on-time2,off-time2,repeat"
598,auparse,"name,parent"
599,v4l2src,"name,parent,blocksize,num-buffers,typefind,do-timestamp,device,device-name,device-fd,flags,brightness,contrast,saturation,hue,norm,io-mode,extra-controls,pixel-aspect-ratio,force-aspect-ratio"
600,v4l2sink,"name,parent,sync,max-lateness,qos,async,ts-offset,enable-last-sample,last-sample,blocksize,render-delay,throttle-time,max-bitrate,show-preroll-frame,device,device-name,device-fd,flags,brightness,contrast,saturation,hue,norm,io-mode,extra-controls,pixel-aspect-ratio,force-aspect-ratio,overlay-top,overlay-left,overlay-width,overlay-height,crop-top,crop-left,crop-width,crop-height"
601,v4l2radio,"name,parent,device,frequency"
602,id3demux,"name,parent,prefer-v1"
603,goom,"name,parent,shader,shade-amount"
604,gdkpixbufdec,"name,parent"
605,gdkpixbufoverlay,"name,parent,qos,location,pixbuf,positioning-mode,offset-x,offset-y,relative-x,relative-y,coef-x,coef-y,overlay-width,overlay-height,alpha"
606,gdkpixbufsink,"name,parent,sync,max-lateness,qos,async,ts-offset,enable-last-sample,last-sample,blocksize,render-delay,throttle-time,max-bitrate,show-preroll-frame,post-messages,last-pixbuf"
607,alawenc,"name,parent,perfect-timestamp,mark-granule,hard-resync,tolerance"
608,alawdec,"name,parent,min-latency,tolerance,plc"
